part,condition,model,acc_mean,acc_std,ece_mean,lat_mean,depth,n_seeds
corr,contrast_s3,rand_smooth,0.17,,0.18412233278155327,0.025007591247558594,,1
corr,contrast_s3,trades,0.19,,0.12596790850162506,0.0011487436294555665,,1
corr,contrast_s3,undefended,0.21,,0.545347117781639,0.0012350678443908691,,1
corr,contrast_s3,undefended_vgg,0.27,,0.43517960697412494,0.005697128772735596,,1
corr,contrast_s5,cardnet,0.14333333333333334,0.025166114784235846,0.057815614864230154,0.8482848445574444,150.0,3
corr,contrast_s5,pgd_at,0.17666666666666667,0.04725815626252607,0.14329611187179883,0.0013648907343546549,,3
corr,contrast_s5,rand_smooth,0.13666666666666666,0.03785938897200181,0.19981271371245382,0.020412360032399494,,3
corr,contrast_s5,trades,0.16,0.03,0.13938509345054625,0.0008291498819986979,,3
corr,contrast_s5,undefended,0.15666666666666665,0.011547005383792528,0.38212966650724417,0.0008574819564819335,,3
corr,contrast_s5,undefended_vgg,0.11666666666666665,0.005773502691896261,0.37076845655838647,0.0035941314697265623,,3
corr,defocus_blur_s3,cardnet,0.3,,0.1620886807143688,1.0809912371635437,148.50999450683594,1
corr,defocus_blur_s3,pgd_at,0.29,,0.12586882516741751,0.001534576416015625,,1
corr,defocus_blur_s3,rand_smooth,0.29,,0.11260872036218644,0.023940582275390625,,1
corr,defocus_blur_s3,trades,0.32,,0.10876426875591277,0.0009171509742736816,,1
corr,defocus_blur_s3,undefended,0.12,,0.44769607096910474,0.0009307193756103515,,1
corr,defocus_blur_s3,undefended_vgg,0.15,,0.37261493399739265,0.003869791030883789,,1
corr,defocus_blur_s5,cardnet,0.22999999999999998,0.026457513110645897,0.09307720012962818,1.0379355827967325,148.8999989827474,3
